Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
160	-565.11957	296.73346	-193.52858	-1388.9901	21.11111	-126.69578	1.8701911	-123.04204	-128.97816	16100	-0.14272644	17513.621	0.0	-144.38828	0.88882	-1.3709069e-09	52.726052045822144
170	-935.06006	723.5888	-174.51744	-2718.9878	33.31579	-133.0533	2.3098698	-129.56119	-136.65297	17100	-0.15484534	13798.362	0.0	-152.81845	0.88683426	-7.56979e-09	55.91115736961365
180	-546.091	417.79474	-191.65062	-2602.1914	19.029411	-140.11928	1.9162916	-137.72629	-144.08461	18100	-0.15783165	14365.525	0.0	-129.96524	0.88475543	2.0265578e-09	59.15315890312195
190	-662.2603	527.3407	-215.10622	-2992.021	24.4	-146.73346	1.6913422	-144.30518	-149.07635	19100	-0.18032362	11182.392	0.0	-74.387596	0.88250846	-1.4901159e-09	62.37082052230835
200	-546.01025	415.12827	-186.2601	-2450.7227	19.702703	-152.0095	1.4348574	-149.59302	-154.10472	20100	-0.23446529	10480.472	0.0	-58.39033	0.879906	1.1920929e-09	65.64929032325745
210	-758.2164	698.6695	-277.6452	-3285.8367	26.923077	-157.71172	2.6583729	-153.97037	-162.19882	21100	-0.15040241	11412.471	0.0	-149.79459	0.87708855	4.1723253e-10	68.90896916389465
220	-893.5593	625.98126	-277.11102	-2409.2007	33.28	-164.21686	1.6336031	-162.07066	-166.5856	22100	-0.1541342	7798.19	0.0	-49.49624	0.87469995	6.0796737e-09	72.14176726341248
230	-825.4152	825.3194	-151.86673	-2959.201	30.357143	-170.07278	1.7161734	-167.2397	-171.88184	23100	-0.197452	8595.7	0.0	-97.735794	0.87239	5.960465e-10	75.2887487411499
240	-626.50275	446.83102	-263.71747	-2598.8496	22.607143	-175.02597	1.9038736	-172.8557	-178.74695	24100	-0.1559145	8412.622	0.0	-73.07402	0.8699943	2.503395e-09	78.46778869628906
250	-626.66425	501.31747	-142.75713	-2598.9731	24.205883	-179.2302	0.1644161	-179.00192	-179.4715	25100	-0.08607584	6768.979	0.0	-18.207422	0.86791337	-1.19209e-10	81.7310848236084
260	-637.821	527.5752	-219.13992	-2243.8843	23.967741	-181.30092	1.3907241	-179.3083	-183.85959	26100	-0.12559554	7150.6875	0.0	-42.745705	0.86622876	1.0728836e-09	84.89208745956421
270	-661.7151	407.224	-184.60693	-2059.351	24.724138	-184.20084	0.476923	-183.54181	-184.89874	27100	-0.16105458	7636.0703	0.0	-74.96391	0.8644069	-1.1920928e-09	88.10534882545471
280	-786.922	699.47943	-193.16602	-2869.4922	29.296297	-188.14093	1.2726556	-186.22083	-189.59837	28100	-0.149618	7703.8936	0.0	-91.45537	0.86234844	3.576277e-10	91.32098960876465
290	-466.09888	260.2265	-168.72932	-1445.5308	17.88372	-189.13374	1.1688504	-187.2592	-190.83392	29100	-0.1126011	7515.9404	0.0	-47.85493	0.860219	2.324581e-09	94.61375594139099
300	-597.30023	396.6506	-221.6437	-1669.9708	22.066668	-186.85081	0.9826858	-185.65627	-188.36414	30100	-0.119509675	7285.746	0.0	-33.387695	0.85843146	-3.8146974e-09	97.89826583862305
310	-537.6215	371.0355	-210.49893	-2020.6398	21.485714	-187.47952	0.8280957	-186.37532	-188.70201	31100	-0.15876235	6656.074	0.0	-58.8542	0.85677624	-4.8875806e-09	101.12235856056213
320	-604.93945	520.67224	-186.02077	-2644.9263	22.4	-184.40213	1.0002266	-182.7559	-185.81139	32100	-0.12902758	6648.659	0.0	-56.369972	0.8548805	-4.529953e-09	104.38308668136597
330	-482.5502	325.42636	-254.1313	-1878.7108	17.548388	-184.514	0.7648365	-183.41342	-186.13353	33100	-0.12124517	7462.1924	0.0	-51.970436	0.85290354	-9.536743e-10	107.64421129226685
340	-737.4874	653.8168	-228.12175	-2781.9656	27.25926	-190.32603	1.4161799	-187.57689	-192.68262	34100	-0.16270462	6688.275	0.0	-67.854836	0.8509569	1.0728838e-09	110.8879337310791
350	-557.47266	285.06818	-231.98541	-1339.2964	20.62069	-191.14609	0.7766861	-189.61449	-191.90952	35100	-0.15210733	6872.661	0.0	-42.65735	0.8488563	-3.3974648e-09	114.12280440330505
360	-693.1543	527.81396	-215.11565	-2568.487	26.60606	-191.1139	1.3404044	-188.56139	-192.66718	36100	-0.19815652	5992.1943	0.0	-36.09563	0.8466706	-5.960466e-10	117.37450361251831
370	-797.89496	667.38434	-253.67711	-3177.3726	29.153847	-192.89488	2.4701555	-189.62761	-196.08426	37100	-0.14761114	10675.478	0.0	-133.71689	0.8443419	-2.7418137e-09	120.55180406570435
380	-709.9707	698.5444	-178.34247	-2736.0374	27.071428	-195.16295	0.70662016	-193.86292	-196.17802	38100	-0.20416105	6176.427	0.0	-51.906227	0.8419422	3.5166736e-09	123.84918522834778
390	-626.21515	613.42596	-178.67375	-3192.1694	23.171429	-196.2234	0.7659421	-195.29	-197.56068	39100	-0.16477668	8627.79	0.0	-84.285255	0.83933955	-3.814697e-09	127.09272623062134
400	-637.16986	585.5119	-178.11304	-2408.7385	25.0	-195.04424	0.8173455	-193.08907	-195.87097	40100	-0.18290976	6528.79	0.0	-35.6511	0.83687115	-7.0333486e-09	130.377436876297
410	-528.7487	432.6672	-196.56978	-2590.9995	20.394737	-191.78207	0.9455395	-190.47115	-193.64046	41100	-0.18429169	7917.654	0.0	-46.273193	0.8344475	-1.9669533e-09	133.61586117744446
420	-526.0046	427.39185	-141.20493	-2629.2253	20.02564	-189.63028	0.9900437	-187.57022	-190.80939	42100	-0.15502164	7595.2954	0.0	-40.69053	0.831952	-8.9406954e-10	136.93745350837708
430	-720.187	664.43567	-180.38817	-2646.3027	28.46875	-186.78218	0.9088985	-185.46223	-188.146	43100	-0.09586805	6264.349	0.0	-69.2385	0.82980996	-2.3245814e-09	140.11782050132751
440	-536.1871	449.54993	-199.43724	-2663.9714	20.368422	-185.72882	0.95218813	-184.13742	-186.98376	44100	-0.19111858	7148.4233	0.0	-60.82241	0.82801515	-2.5033953e-09	143.32073259353638
450	-520.46533	314.7594	-191.73611	-1936.9929	19.975	-183.52737	1.1451465	-181.78613	-185.49826	45100	-0.1506255	6538.7124	0.0	-35.5354	0.8257785	-3.7550927e-09	146.5802047252655
460	-572.49945	576.2748	-199.2529	-2632.1316	21.923077	-180.758	0.8478094	-179.32086	-181.8191	46100	-0.19350252	7468.3057	0.0	-88.066284	0.8235035	-2.6226044e-09	149.78712439537048
470	-437.6552	266.139	-217.4079	-1892.7529	16.88889	-180.45354	1.3089648	-177.95346	-181.90428	47100	-0.15915027	6955.247	0.0	-42.551514	0.820969	-1.3113023e-09	153.0351002216339
480	-538.66223	444.46533	-210.30095	-2579.9048	21.193548	-179.54567	1.6355228	-177.55011	-182.28796	48100	-0.13402657	6877.3257	0.0	-64.70217	0.8188027	-8.344651e-10	156.33544754981995
490	-586.7153	488.8096	-232.09099	-2433.159	23.533333	-180.50981	0.9378666	-179.04053	-182.26564	49100	-0.16367677	5336.6064	0.0	-52.741356	0.81676674	1.3709067e-09	159.62074398994446
